route,system,system_label,tag,map_type,roi_folder,component_id,n_voxels,centroid_i,centroid_j,centroid_k,original_voxels_in_system_map,exclusive_voxels_after_overlap_removal,overlap_voxels_removed_before_assignment,source_nifti
A,non_modifiable_emotion,不可调节情绪系统,AHAB,after_cluster,r002_ac_ahab,2,17843,36.25,55.68,40.33,18829,18829,0,non_modifiable_emotion_after_cluster_AHAB.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,AHAB,after_cluster,r003_ac_ahab,3,214,66.59,60.4,51.14,18829,18829,0,non_modifiable_emotion_after_cluster_AHAB.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,AHAB,after_cluster,r004_ac_ahab,4,21,43.05,59.57,60.71,18829,18829,0,non_modifiable_emotion_after_cluster_AHAB.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,AHAB,after_cluster,r005_ac_ahab,5,21,35.1,61.24,60.29,18829,18829,0,non_modifiable_emotion_after_cluster_AHAB.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,AHAB,after_cluster,r006_ac_ahab,6,41,28.63,71.44,58.34,18829,18829,0,non_modifiable_emotion_after_cluster_AHAB.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,AHAB,after_cluster,r007_ac_ahab,7,35,24.74,94.29,50.91,18829,18829,0,non_modifiable_emotion_after_cluster_AHAB.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,AHAB,after_cluster,r008_ac_ahab,8,91,39.53,58.11,50.68,18829,18829,0,non_modifiable_emotion_after_cluster_AHAB.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,AHAB,after_cluster,r009_ac_ahab,9,18,63.06,91.28,46.44,18829,18829,0,non_modifiable_emotion_after_cluster_AHAB.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,AHAB,after_cluster,r010_ac_ahab,10,23,17.3,36.3,43.65,18829,18829,0,non_modifiable_emotion_after_cluster_AHAB.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,AHAB,after_cluster,r011_ac_ahab,11,23,38.09,50.13,43.83,18829,18829,0,non_modifiable_emotion_after_cluster_AHAB.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,AHAB,after_cluster,r012_ac_ahab,12,16,39.81,67.38,43.56,18829,18829,0,non_modifiable_emotion_after_cluster_AHAB.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,AHAB,after_cluster,r013_ac_ahab,13,40,4.3,66.88,30.18,18829,18829,0,non_modifiable_emotion_after_cluster_AHAB.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,AHAB,after_cluster,r014_ac_ahab,14,140,72.89,56.7,23.46,18829,18829,0,non_modifiable_emotion_after_cluster_AHAB.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,AHAB,after_cluster,r015_ac_ahab,15,151,10.38,55.27,25.77,18829,18829,0,non_modifiable_emotion_after_cluster_AHAB.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,AHAB,after_cluster,r016_ac_ahab,16,35,45.11,23.29,23,18829,18829,0,non_modifiable_emotion_after_cluster_AHAB.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,AHAB,after_cluster,r017_ac_ahab,17,16,39.25,21.5,24,18829,18829,0,non_modifiable_emotion_after_cluster_AHAB.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,AHAB,after_cluster,r018_ac_ahab,18,62,70.66,69.84,17.74,18829,18829,0,non_modifiable_emotion_after_cluster_AHAB.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,AHAB,after_cluster,r019_ac_ahab,19,18,57.78,54,17.39,18829,18829,0,non_modifiable_emotion_after_cluster_AHAB.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,AHAB_PIP,consensus,r001_con_ahab_pip,1,1436,25.56,57.71,64.99,31835,30940,895,non_modifiable_emotion_consensus_AHAB_PIP.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,AHAB_PIP,consensus,r002_con_ahab_pip,2,857,50.16,57.79,65.05,31835,30940,895,non_modifiable_emotion_consensus_AHAB_PIP.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,AHAB_PIP,consensus,r003_con_ahab_pip,3,45,44.09,71.22,71.29,31835,30940,895,non_modifiable_emotion_consensus_AHAB_PIP.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,AHAB_PIP,consensus,r004_con_ahab_pip,4,2125,51.17,26.96,61.71,31835,30940,895,non_modifiable_emotion_consensus_AHAB_PIP.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,AHAB_PIP,consensus,r005_con_ahab_pip,5,2792,24.57,29.21,61.95,31835,30940,895,non_modifiable_emotion_consensus_AHAB_PIP.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,AHAB_PIP,consensus,r006_con_ahab_pip,6,18,36.44,75.33,68.39,31835,30940,895,non_modifiable_emotion_consensus_AHAB_PIP.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,AHAB_PIP,consensus,r007_con_ahab_pip,7,1172,65.79,70.62,45.91,31835,30940,895,non_modifiable_emotion_consensus_AHAB_PIP.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,AHAB_PIP,consensus,r008_con_ahab_pip,8,12294,30.9,60.62,32.43,31835,30940,895,non_modifiable_emotion_consensus_AHAB_PIP.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,AHAB_PIP,consensus,r009_con_ahab_pip,9,275,40.07,58.6,50.72,31835,30940,895,non_modifiable_emotion_consensus_AHAB_PIP.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,AHAB_PIP,consensus,r010_con_ahab_pip,10,354,37.41,86.98,47.27,31835,30940,895,non_modifiable_emotion_consensus_AHAB_PIP.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,AHAB_PIP,consensus,r011_con_ahab_pip,11,761,39.72,33.45,47.1,31835,30940,895,non_modifiable_emotion_consensus_AHAB_PIP.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,AHAB_PIP,consensus,r012_con_ahab_pip,12,91,43.91,79.35,47.86,31835,30940,895,non_modifiable_emotion_consensus_AHAB_PIP.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,AHAB_PIP,consensus,r013_con_ahab_pip,13,16,15.06,25.12,48,31835,30940,895,non_modifiable_emotion_consensus_AHAB_PIP.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,AHAB_PIP,consensus,r014_con_ahab_pip,14,28,37.86,67,44.79,31835,30940,895,non_modifiable_emotion_consensus_AHAB_PIP.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,AHAB_PIP,consensus,r015_con_ahab_pip,15,3255,60.58,20.4,30.69,31835,30940,895,non_modifiable_emotion_consensus_AHAB_PIP.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,AHAB_PIP,consensus,r016_con_ahab_pip,16,3094,18.95,20.8,29.59,31835,30940,895,non_modifiable_emotion_consensus_AHAB_PIP.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,AHAB_PIP,consensus,r017_con_ahab_pip,17,1908,46.35,81.33,23.81,31835,30940,895,non_modifiable_emotion_consensus_AHAB_PIP.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,AHAB_PIP,consensus,r018_con_ahab_pip,18,184,69.15,73.67,18.23,31835,30940,895,non_modifiable_emotion_consensus_AHAB_PIP.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,AHAB_PIP,consensus,r019_con_ahab_pip,19,148,11.7,74.26,15.4,31835,30940,895,non_modifiable_emotion_consensus_AHAB_PIP.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,AHAB_PIP,consensus,r020_con_ahab_pip,20,60,56.5,53.62,17.17,31835,30940,895,non_modifiable_emotion_consensus_AHAB_PIP.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,PIP,after_cluster,r001_ac_pip,1,4573,31.71,60.36,35.84,13290,13290,0,non_modifiable_emotion_after_cluster_PIP.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,PIP,after_cluster,r002_ac_pip,2,239,52.49,57.83,65.75,13290,13290,0,non_modifiable_emotion_after_cluster_PIP.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,PIP,after_cluster,r003_ac_pip,3,2322,22.18,23.53,46.99,13290,13290,0,non_modifiable_emotion_after_cluster_PIP.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,PIP,after_cluster,r004_ac_pip,4,113,39.75,71.32,69.67,13290,13290,0,non_modifiable_emotion_after_cluster_PIP.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,PIP,after_cluster,r005_ac_pip,5,1271,49.64,29.48,57.11,13290,13290,0,non_modifiable_emotion_after_cluster_PIP.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,PIP,after_cluster,r006_ac_pip,6,707,39,70.28,50.98,13290,13290,0,non_modifiable_emotion_after_cluster_PIP.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,PIP,after_cluster,r007_ac_pip,7,962,62.61,70.43,43.52,13290,13290,0,non_modifiable_emotion_after_cluster_PIP.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,PIP,after_cluster,r008_ac_pip,8,16,22.25,92.5,49,13290,13290,0,non_modifiable_emotion_after_cluster_PIP.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,PIP,after_cluster,r009_ac_pip,9,1266,60.23,19,32.44,13290,13290,0,non_modifiable_emotion_after_cluster_PIP.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,PIP,after_cluster,r010_ac_pip,10,70,30.24,40.67,36.66,13290,13290,0,non_modifiable_emotion_after_cluster_PIP.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,PIP,after_cluster,r011_ac_pip,11,74,55.16,64.14,37.86,13290,13290,0,non_modifiable_emotion_after_cluster_PIP.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,PIP,after_cluster,r012_ac_pip,12,15,51.47,44.2,33,13290,13290,0,non_modifiable_emotion_after_cluster_PIP.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,PIP,after_cluster,r013_ac_pip,13,256,39.9,87.72,26.24,13290,13290,0,non_modifiable_emotion_after_cluster_PIP.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,PIP,after_cluster,r014_ac_pip,14,83,62.55,38.89,26.02,13290,13290,0,non_modifiable_emotion_after_cluster_PIP.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,PIP,after_cluster,r015_ac_pip,15,20,59.6,46.2,23.7,13290,13290,0,non_modifiable_emotion_after_cluster_PIP.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,PIP,after_cluster,r016_ac_pip,16,53,20.66,41.25,23.98,13290,13290,0,non_modifiable_emotion_after_cluster_PIP.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,PIP,after_cluster,r017_ac_pip,17,44,40.36,28.91,21.59,13290,13290,0,non_modifiable_emotion_after_cluster_PIP.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,PIP,after_cluster,r018_ac_pip,18,475,66.85,74.17,14.14,13290,13290,0,non_modifiable_emotion_after_cluster_PIP.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,PIP,after_cluster,r019_ac_pip,19,72,44.04,18.49,16.69,13290,13290,0,non_modifiable_emotion_after_cluster_PIP.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,PIP,after_cluster,r020_ac_pip,20,244,13.75,75.33,13.28,13290,13290,0,non_modifiable_emotion_after_cluster_PIP.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,PIP,after_cluster,r021_ac_pip,21,76,54.79,53.16,17.64,13290,13290,0,non_modifiable_emotion_after_cluster_PIP.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,PIP,after_cluster,r022_ac_pip,22,58,53.64,75.67,17.43,13290,13290,0,non_modifiable_emotion_after_cluster_PIP.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,PIP,after_cluster,r023_ac_pip,23,117,25.39,54.5,15.6,13290,13290,0,non_modifiable_emotion_after_cluster_PIP.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,PIP,after_cluster,r024_ac_pip,24,22,29.09,81.77,13.95,13290,13290,0,non_modifiable_emotion_after_cluster_PIP.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,PIP,after_cluster,r025_ac_pip,25,107,28.42,37.02,13.76,13290,13290,0,non_modifiable_emotion_after_cluster_PIP.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,PIP,after_cluster,r026_ac_pip,26,17,51.88,38.18,13.29,13290,13290,0,non_modifiable_emotion_after_cluster_PIP.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,PIP,after_cluster,r027_ac_pip,27,18,53.33,20.39,12.56,13290,13290,0,non_modifiable_emotion_after_cluster_PIP.nii.gz
A,modifiable_emotion,可调节情绪系统,AHAB,after_cluster,r001_ac_ahab,1,83,56.64,53.73,71.51,14662,14662,0,modifiable_emotion_after_cluster_AHAB.nii.gz
A,modifiable_emotion,可调节情绪系统,AHAB,after_cluster,r002_ac_ahab,2,96,21.72,52.48,71.62,14662,14662,0,modifiable_emotion_after_cluster_AHAB.nii.gz
A,modifiable_emotion,可调节情绪系统,AHAB,after_cluster,r003_ac_ahab,3,5512,56.58,23.23,46.03,14662,14662,0,modifiable_emotion_after_cluster_AHAB.nii.gz
A,modifiable_emotion,可调节情绪系统,AHAB,after_cluster,r004_ac_ahab,4,22,52.45,52.32,64.05,14662,14662,0,modifiable_emotion_after_cluster_AHAB.nii.gz
A,modifiable_emotion,可调节情绪系统,AHAB,after_cluster,r005_ac_ahab,5,328,13.17,45.59,57.36,14662,14662,0,modifiable_emotion_after_cluster_AHAB.nii.gz
A,modifiable_emotion,可调节情绪系统,AHAB,after_cluster,r006_ac_ahab,6,7755,24.08,21.13,41.79,14662,14662,0,modifiable_emotion_after_cluster_AHAB.nii.gz
A,modifiable_emotion,可调节情绪系统,AHAB,after_cluster,r007_ac_ahab,7,105,68.3,60.21,50.88,14662,14662,0,modifiable_emotion_after_cluster_AHAB.nii.gz
A,modifiable_emotion,可调节情绪系统,AHAB,after_cluster,r008_ac_ahab,8,669,40.02,78.38,28.95,14662,14662,0,modifiable_emotion_after_cluster_AHAB.nii.gz
A,modifiable_emotion,可调节情绪系统,AHAB,after_cluster,r009_ac_ahab,9,52,39.77,63.17,31.29,14662,14662,0,modifiable_emotion_after_cluster_AHAB.nii.gz
A,modifiable_emotion,可调节情绪系统,AHAB,after_cluster,r010_ac_ahab,10,18,26.39,74.17,30.22,14662,14662,0,modifiable_emotion_after_cluster_AHAB.nii.gz
A,modifiable_emotion,可调节情绪系统,AHAB,after_cluster,r011_ac_ahab,11,22,28.18,76.23,16.64,14662,14662,0,modifiable_emotion_after_cluster_AHAB.nii.gz
A,modifiable_emotion,可调节情绪系统,AHAB_PIP,consensus,r001_con_ahab_pip,1,5312,57.35,27.14,50.67,13087,12338,749,modifiable_emotion_consensus_AHAB_PIP.nii.gz
A,modifiable_emotion,可调节情绪系统,AHAB_PIP,consensus,r002_con_ahab_pip,2,74,52.34,52.57,64.03,13087,12338,749,modifiable_emotion_consensus_AHAB_PIP.nii.gz
A,modifiable_emotion,可调节情绪系统,AHAB_PIP,consensus,r003_con_ahab_pip,3,1165,13.18,45.09,56.63,13087,12338,749,modifiable_emotion_consensus_AHAB_PIP.nii.gz
A,modifiable_emotion,可调节情绪系统,AHAB_PIP,consensus,r004_con_ahab_pip,4,26,29.27,26.88,63.92,13087,12338,749,modifiable_emotion_consensus_AHAB_PIP.nii.gz
A,modifiable_emotion,可调节情绪系统,AHAB_PIP,consensus,r005_con_ahab_pip,5,5297,22.96,20.72,39.45,13087,12338,749,modifiable_emotion_consensus_AHAB_PIP.nii.gz
A,modifiable_emotion,可调节情绪系统,AHAB_PIP,consensus,r006_con_ahab_pip,6,174,66.38,59.23,49.26,13087,12338,749,modifiable_emotion_consensus_AHAB_PIP.nii.gz
A,modifiable_emotion,可调节情绪系统,AHAB_PIP,consensus,r007_con_ahab_pip,7,219,36.52,30.64,44.22,13087,12338,749,modifiable_emotion_consensus_AHAB_PIP.nii.gz
A,modifiable_emotion,可调节情绪系统,AHAB_PIP,consensus,r008_con_ahab_pip,8,32,43.59,30.88,44.56,13087,12338,749,modifiable_emotion_consensus_AHAB_PIP.nii.gz
A,modifiable_emotion,可调节情绪系统,AHAB_PIP,consensus,r009_con_ahab_pip,9,39,26.31,74.18,29.9,13087,12338,749,modifiable_emotion_consensus_AHAB_PIP.nii.gz
A,modifiable_emotion,可调节情绪系统,PIP,after_cluster,r001_ac_pip,1,1389,58.22,36.68,62.71,5775,5775,0,modifiable_emotion_after_cluster_PIP.nii.gz
A,modifiable_emotion,可调节情绪系统,PIP,after_cluster,r002_ac_pip,2,1270,16.81,40.61,58.57,5775,5775,0,modifiable_emotion_after_cluster_PIP.nii.gz
A,modifiable_emotion,可调节情绪系统,PIP,after_cluster,r003_ac_pip,3,43,52.47,53.47,64.07,5775,5775,0,modifiable_emotion_after_cluster_PIP.nii.gz
A,modifiable_emotion,可调节情绪系统,PIP,after_cluster,r004_ac_pip,4,130,64.97,59.59,47.75,5775,5775,0,modifiable_emotion_after_cluster_PIP.nii.gz
A,modifiable_emotion,可调节情绪系统,PIP,after_cluster,r005_ac_pip,5,1621,20.87,21.5,38.66,5775,5775,0,modifiable_emotion_after_cluster_PIP.nii.gz
A,modifiable_emotion,可调节情绪系统,PIP,after_cluster,r006_ac_pip,6,156,13.52,60.73,46.66,5775,5775,0,modifiable_emotion_after_cluster_PIP.nii.gz
A,modifiable_emotion,可调节情绪系统,PIP,after_cluster,r007_ac_pip,7,101,42.54,83.46,47.04,5775,5775,0,modifiable_emotion_after_cluster_PIP.nii.gz
A,modifiable_emotion,可调节情绪系统,PIP,after_cluster,r008_ac_pip,8,803,59.23,18.58,37.1,5775,5775,0,modifiable_emotion_after_cluster_PIP.nii.gz
A,modifiable_emotion,可调节情绪系统,PIP,after_cluster,r009_ac_pip,9,20,42.75,31.5,45.95,5775,5775,0,modifiable_emotion_after_cluster_PIP.nii.gz
A,modifiable_emotion,可调节情绪系统,PIP,after_cluster,r010_ac_pip,10,47,37.36,31.26,44.47,5775,5775,0,modifiable_emotion_after_cluster_PIP.nii.gz
A,modifiable_emotion,可调节情绪系统,PIP,after_cluster,r011_ac_pip,11,58,16.36,75.59,41.34,5775,5775,0,modifiable_emotion_after_cluster_PIP.nii.gz
A,modifiable_emotion,可调节情绪系统,PIP,after_cluster,r012_ac_pip,12,93,31.75,14.25,32.25,5775,5775,0,modifiable_emotion_after_cluster_PIP.nii.gz
A,modifiable_emotion,可调节情绪系统,PIP,after_cluster,r013_ac_pip,13,26,25.81,73.96,28.58,5775,5775,0,modifiable_emotion_after_cluster_PIP.nii.gz
A,modifiable_emotion,可调节情绪系统,PIP,after_cluster,r014_ac_pip,14,18,25.67,55.61,26.33,5775,5775,0,modifiable_emotion_after_cluster_PIP.nii.gz
